COURSE,COURSE_DESCR_TYPE,EFFDT,DESCRLONG
"RSP215","GI",1/1/1902,"2 Five Minute Safety - Bomb Threats

This course provides a quick review of important safety tips for handling bomb threats at work."
"REG168","GI",1/1/1902,"Hlth/Sfty: 9 Emerg Action Plan

This course will introduce workers to OSHA's general requirements and suggestions for an emergency action plan and can form the basis for the development of a specific plan for your company."
"REG036","GI",1/1/1902,"Hlth/Sfty: 11 HAZWOPER

This course provides awareness training that is necessary for OSHA's HAZWOPER program. The training covers basic understanding of hazardous materials and how to appropriately provide initial response to emergencies resulting from these materials."
"REG018","GI",1/1/1902,"Hlth/Sfty: 34 Per Prot Equip

This course provides a basic overview of Personal Protective Equipment (PPE), selecting proper PPE for a job and proper use, care and handling of PPE."
"REG222","GI",1/1/1902,"Hlth/Sfty: 10 Power Tools

This course provides a quick review of safety measures with hand and portable tools in the workplace."
"REG007","GI",1/1/1902,"Hlth/Sfty: 13 Fire Extinguis

This course provides an overview of proper selection and use of Fire Extinguishers. Topics covered are an understanding of what causes fire, classes of fire, types of Fire Extinguishers, proper use and inspection of Fire Extinguishers and basic fire prevention practices."
"REG010","GI",1/1/1902,"Hlth/Sfty: 17Mater Sfty Data

This course provides an overview of Material Safety Data Sheets (MSDS) part of the Haz-Com program. The course covers various sections of MSDS and how you can use information contained therein for safe and responsible handling of material."
"REG165","GI",1/1/1902,"Hlth/Sfty: 43 Pipeline Basics

This course will give the worker some basic information about pipelines relating to types, use, locations, and hazards."
"REG087","GI",1/1/1902,"Hlth/Sfty: 28 Field Hzd Pt2

This course provides an overview of field hazards at industrial work locations that workers can be exposed to. This two-part course covers hazard recognition, protection from hazards and good safety practices that help avoid accidents. This second half emphasizes accident prevention signs and tags, material handling hazards and work area checklists to help identify and eliminate hazards."
"REG055","GI",1/1/1902,"Hlth/Sfty: 39 Conser/RecovAct

This course provides an overview of Resource Conservation and Recovery Act (RCRA) for regulation and management of hazardous wastes. Topics covered are definition of hazardous wastes and their characteristics, proper labeling, storage and transportation of such wastes. Cradle-to-grave manifest system for shipping hazardous wastes and legal implications (civil and criminal penalties) of violating the Act are also discussed."
"SH2003","GI",1/1/1902,"Hanging Round the Barrel

?I?m still trying to decide who I want to be when I grow up.? I heard that statement one morning at a local meeting. The disturbing part was the individual who made the statement was in his sixties! He had completed 30 years of his life serving the government and had started a new career and yet had never decided what he was supposed to be doing. Now? imagine having this person working in your organization! Attendees will learn the Purpose Center LeadershipTM process for manifesting your intended level of greatness and how to use this process to coach those around you to a higher level of performance."
"SH2004","GI",1/1/1902,"Leadership Without Borders

The borders that exist today are not created by a lack of transportation or technology? they are created by a lack of human connections. Business leaders in today's borderless global marketplace face unprecedented challenges. The emergence of the knowledge economy demands that business leaders become global leaders. Successful global leaders are those with strategies for guiding and empowering a diversified workforce operating in different countries, cultures, and time zones so that they can maximize the returns from trading in a worldwide market with distinct local needs."
"SH2007","GI",1/1/1902,"The Innovation Engine

Training and executive messages encourage new ideas and creativity but few ideas actually result in bottom-line impact. Why? Organizational cultures and individual leaders often squash initiative and inadvertently punish risk taking. We?ll reveal the telltale signs of cultural repression and explore a variety of real-life examples of firms that successfully fuel innovation through creative HR approaches."
"SH1021","GI",1/1/1902,"Intro to Health Benefit Plans

With comprehensive health care reform a reality, plan sponsors across the United States are waiting to learn what they must do?and what they can do?immediately, six months from now and over the next few years. The reform will profoundly influence benefit design, cost and eligibility rules. This timely course addresses the key elements of the Patient Protection and Affordable Care Act (HR 3590) and the related provisions of the Health Care & Education Affordability Reconciliation Act of 2010 (HR 4872)."
"SH1020","GI",1/1/1902,"HIPAA Privacy

The Health Insurance Portability and Accountability Act of 1996 has five different components, one of which is the Privacy Rule. This course is an excellent tool for annual training for you or someone of your team. It provides a general overview of HIPAA Privacy."
"SH2002","GI",1/1/1902,"Smart Doers/Smart Leaders

Successful businesses rely on the expertise of highly-skilled employees. Typically these smart employees move into leadership role because of their technical expertise, not their business savvy or people skills. Many fail. Six characteristics will be revealed that make expert employees more challenging to lead. Lessons learned in helping new leaders coach and inspire their expert teams to succeed instead of micro-managing them out the door will also be shared."
"SHX115","GI",1/1/1902,"Engagement-Focused Culture

Losing quality people hurts. Organizations that built effective processes into their talent management strategies cultivate environments that attract and develop talent, foster satisfaction, increase loyalty, and drive bottom-line revenues. Combining years of research and experience, this session will detail the roles of three critical stakeholders and present the five essential phases of successful talent initiatives. This proven process strengthens organizational capabilities, maximizes internal practices and impacts talent results for the greatest ROI."
"SHX111","GI",1/1/1902,"Retain Generation Y

What does the high rate of turnover among Gen Y employees cost your organization, and how can you reduce that cost? Begin by redefining the parameters of your workforce, and by developing robust communication with three distinct groups -- your workforce past, your workforce present and your workforce future.  Then you?ll be ready to explore definitions of ?loyalty? and ?paying your dues? that will benefit your bottom line?and appeal to your impatient, pragmatic, peripatetic Millennial employees."
"SH0X01","GI",1/1/1902,"Employment Law Update

This is the one-stop program to get caught up on changes in employment law. In a highly interactive format lead by a veteran employment law attorney, attendees will learn about new cases and laws that have made the greatest impact on HR in the past year. The format will be fast-paced and easy-to-understand."
"SH7010","GI",1/1/1902,"Leading Virtual Global Teams

As organizations expand and reorganize, the number of virtual, global teams seems to increase overnight. In what ways is global leadership different from domestic leadership ~ what specific skills are required when leading virtual teams across geographies, time zones, and organizational lines? How can leaders of global teams build trust, communicate effectively and drive performance? In this session, we will explore industry best practices and build concrete strategies to answer these and other questions."
"SHX104","GI",1/1/1902,"Talent War in China 

James Li is one of the earliest HR practitioners in China and has taken HR leadership positions in IBM, Lucent and Cisco in their Greatest China operations. With more than 20 years of HR and business management experience in the global companies, James will share his unique view on the Chinese labor market. He will do an extensive review of the talent demand and supply dynamics in China and analyze causes such as the aging population trend and education gap, etc. James will then share some of the best practices in talent management in China, including employer branding, sourcing, selection, outsourcing, mobilizing and retention."
"SHX109","GI",1/1/1902,"Recruitment Success

In this session you will use your artistic abilities to uncover the four key elements in developing effective recruitment communications. Unfortunately, the days of placing a recruitment ad in the newspaper and receiving hundreds of qualified candidates are over. In today?s tight labor market, a company?s message must gain interest, provide the correct motivators, spark response and attract the passive job candidate in a specific target audience. In this session you will use your artistic abilities to uncover the four key elements in developing effective recruitment strategy to become an employer of choice."
"ITL1U2","GI",1/1/1902,"Italian

Unit 2 - Family and Friends"
"ITL1U4","GI",1/1/1902,"Italian

Unit 4 - Shopping"
"ITL4U2","GI",1/1/1902,"Italian

Unit 2- Professions & Hobbies"
"JAL2U3","GI",1/1/1902,"Japanese

Unit 3- Friends & Social Life"
"JAL2U4","GI",1/1/1902,"Japanese

Unit 4- Dining and Vacation"
"KOL2U4","GI",1/1/1902,"Korean

Unit 4- Dining and Vacation"
"KOL3U1","GI",1/1/1902,"Korean

Unit 1- Home and Health"
"KOL3U3","GI",1/1/1902,"Korean

Unit 3- Everyday Things"
"FRL5U2","GI",1/1/1902,"French

Unit 2- Arts and Academics"
"GEL2U4","GI",1/1/1902,"German

Unit 4- Dining and Vacation"
"GEL4U1","GI",1/1/1902,"German

Unit 1- Tourism and Recreation"
"ARL1U1","GI",1/1/1902,"Arabic

Unit 1 - Language Basics"
"ARL3U2","GI",1/1/1902,"Arabic

Unit 2- Life and World"
"ARL3U4","GI",1/1/1902,"Arabic

Unit 4- Places and Events"
"CHL3U3","GI",1/1/1902,"Chinese (Mandarin)

Unit 3- Everyday Things"
"FRL1U4","GI",1/1/1902,"French

Unit 4 - Shopping"
"FRL3U4","GI",1/1/1902,"French

Unit 4- Places and Events"
"UKL5U2","GI",1/1/1902,"English (British)

Unit 2- Arts and Academics"
"UKL5U4","GI",1/1/1902,"English (British)

Unit 4- Family and Community"
"USL2U2","GI",1/1/1902,"English (American) 

Unit 2- Past and Future"
"USL2U4","GI",1/1/1902,"English (American) 

Unit 4- Dining and Vacation"
"LAL4U2","GI",1/1/1902,"Latin

Unit 2- Professions & Hobbies"
"LAL5U3","GI",1/1/1902,"Latin

Unit 3- Emergency Situations"
"PEL3U1","GI",1/1/1902,"Persian (Farsi)

Unit 1- Home and Health"
"HIL3U3","GI",1/1/1902,"Hindi

Unit 3- Everyday Things"
"IRL3U2","GI",1/1/1902,"Irish

Unit 2- Life and World"
"IRL3U4","GI",1/1/1902,"Irish

Unit 4- Places and Events"
"POL2U4","GI",1/1/1902,"Polish

Unit 4- Dining and Vacation"
"SPL2U2","GI",1/1/1902,"Spanish (Spain)

Unit 2- Past and Future"
"SPL3U1","GI",1/1/1902,"Spanish (Spain)

Unit 1- Home and Health"
"SPL3U4","GI",1/1/1902,"Spanish (Spain)

Unit 4- Places and Events"
"SPL4U1","GI",1/1/1902,"Spanish (Spain)

Unit 1- Tourism and Recreation"
"SPL5U2","GI",1/1/1902,"Spanish (Spain)

Unit 2- Arts and Academics"
"UKL1U2","GI",1/1/1902,"English (British)

Unit 2 - Family and Friends"
"UKL3U3","GI",1/1/1902,"English (British)

Unit 3- Everyday Things"
"UKL3U4","GI",1/1/1902,"English (British)

Unit 4- Places and Events"
"GRL1U3","GI",1/1/1902,"Greek

Unit 3 - Work and School"
"GRL2U4","GI",1/1/1902,"Greek

Unit 4- Dining and Vacation"
"GRL3U3","GI",1/1/1902,"Greek

Unit 3- Everyday Things"
"HEL1U3","GI",1/1/1902,"Hebrew

Unit 3 - Work and School"
"HEL2U3","GI",1/1/1902,"Hebrew

Unit 3- Friends & Social Life"
"IRL1U4","GI",1/1/1902,"Irish

Unit 4 - Shopping"
"IRL2U4","GI",1/1/1902,"Irish

Unit 4- Dining and Vacation"
"ITL1U3","GI",1/1/1902,"Italian

Unit 3 - Work and School"
"ITL2U4","GI",1/1/1902,"Italian

Unit 4- Dining and Vacation"
"ITL3U3","GI",1/1/1902,"Italian

Unit 3- Everyday Things"
"JAL3U4","GI",1/1/1902,"Japanese

Unit 4- Places and Events"
"KOL2U2","GI",1/1/1902,"Korean

Unit 2- Past and Future"
"LAL1U4","GI",1/1/1902,"Latin

Unit 4 - Shopping"
"GEL2U1","GI",1/1/1902,"German

Unit 1 - Travel"
"ARL1U2","GI",1/1/1902,"Arabic

Unit 2 - Family and Friends"
"CHL2U3","GI",1/1/1902,"Chinese (Mandarin)

Unit 3- Friends & Social Life"
"FIL1U1","GI",1/1/1902,"Filipino (Tagalog)

Unit 1 - Language Basics"
"FIL2U2","GI",1/1/1902,"Filipino (Tagalog)

Unit 2- Past and Future"
"FIL3U2","GI",1/1/1902,"Filipino (Tagalog)

Unit 2- Life and World"
"FIL3U3","GI",1/1/1902,"Filipino (Tagalog)

Unit 3- Everyday Things"
"FRL2U4","GI",1/1/1902,"French

Unit 4- Dining and Vacation"
"FRL3U3","GI",1/1/1902,"French

Unit 3- Everyday Things"
"FRL4U4","GI",1/1/1902,"French

Unit 4- Style & Pers. Wellness"
"USL2U3","GI",1/1/1902,"English (American) 

Unit 3- Friends & Social Life"
"LAL2U2","GI",1/1/1902,"Latin

Unit 2- Past and Future"
"LAL3U4","GI",1/1/1902,"Latin

Unit 4- Places and Events"
"PEL2U2","GI",1/1/1902,"Persian (Farsi)

Unit 2- Past and Future"
"POL2U1","GI",1/1/1902,"Polish

Unit 1 - Travel"
"POL2U2","GI",1/1/1902,"Polish

Unit 2- Past and Future"
"POL3U2","GI",1/1/1902,"Polish

Unit 2- Life and World"
"UKL2U2","GI",1/1/1902,"English (British)

Unit 2- Past and Future"
"UKL4U1","GI",1/1/1902,"English (British)

Unit 1- Tourism and Recreation"
"HEL1U2","GI",1/1/1902,"Hebrew

Unit 2 - Family and Friends"
"HEL3U3","GI",1/1/1902,"Hebrew

Unit 3- Everyday Things"
"HIL2U4","GI",1/1/1902,"Hindi

Unit 4- Dining and Vacation"
"IRL2U1","GI",1/1/1902,"Irish

Unit 1 - Travel"
"ITL4U4","GI",1/1/1902,"Italian

Unit 4- Style & Pers. Wellness"
"JAL1U4","GI",1/1/1902,"Japanese

Unit 4 - Shopping"
"906","GI",7/28/2010,"Performance Measurement

Each new fiscal year, all District agencies are required to compile an agency-specific performance plan that describes metrics, initiatives, goals, and targets. These documents, which are published online, serve as the basis for operational planning, budgeting, and oversight, both by the executive and by City Council. This training provides information and guidance on creating and updating agency performance plans. We give particular attention to the role of data and metrics."
"HR207","GI",10/14/2004,"Benefits Processing

The Benefits Processing course will provide an overview of the base benefit process for the Disrict. As part of this course, participants will learn how to enroll an employee in health benefits, a flexible spending account and retirement benefits."
"2001","GI",6/30/2010,"Word 2003- Level I

Students will learn the basic skills necessary to begin using Word 2003. 
Objectives:
Create and save a document, open an existing document and use simple editing techniques.
Navigate within a large document by using the mouse and keyboard.
Edit a document by using more sophisticated techniques, including moving and copying text within a document and between documents.
Apply and remove character and paragraph formatting.
Use tabs and create and modify a table structure.
Adjust margins, add and delete page breaks, and create headers and footers.
Use Word?s proofing tools, such as the spelling checker and thesaurus.
Print a document, envelope and labels.
Save an existing document as a Web page and preview it in a browser."
"2004","GI",7/1/2010,"Word 2003- Level II

Students will learn intermediate features of Word 2003.
Objectives:
Use section breaks to format a document and format text in columns.
Create, modify and use tables as page-layout elements and sort table data.
Merge a document with data to make variations of one document.
Create, modify and use styles to affect the appearance of text.
Create and use templates, including the fax template.
Create, modify and use macros.
Discuss Internet features, create and edit a Web document, and preview a Web document in a browser"
"2195","GI",7/13/2010,"FMLA, DCFMLA, ADA

The seminar provides an overview of the federal Family Medical Leave Act (FMLA), as well as the more generous and detailed District of Columbia?s FMLA (DCFMLA) that includes a much broader definition of family members. Detailed case studies and examples taken from District case law will be presented to enhance the understanding of this key legislation. Course content also included a discussion of the Americans with Disabilities Act and the District?s Human Rights Act. Particular emphasis will be placed on exploring the ways in which ADA issues and FMLA questions often merge.
Objectives: 
Understand employee rights and employer responsibilities under FMLA, DCFMLA and ADA.
Understand the difference between District and federal laws operating these programs."
"601","GI",7/27/2010,"HR Mgmt - EEO/Diversity

This course provides managers and supervisors with introductory information they need to address the
issue of diversity in the workplace. Participants will explore some of the reasons for the ongoing changes
and composition of the workforce and how to develop productive and inclusive workplace environments.
It also provides a description of legal guidelines and legislation governing employment discrimination in
the workplace. It will define the different types of discrimination and employee rights under the law."
"2078","GI",7/2/2010,"Human Resources Sys I

This course provides supervisors and managers with human resource information critical to the success of the employee and the organization. It addresses labor-management relations and explores the legal and regulatory legislation that governs this field. Attention will be paid to enhancing the relationship between labor and management and administering the collective bargaining agreement. The course also provides an overview and orientation for supervisors and managers who are accountable for all corrective and adverse actions."
"2111","GI",7/2/2010,"WordPerfect

This 12-hour course is designed to introduce the personal computer user with the basic features of WordPerfect for Windows.  Participants will become familiar with the use of icons, dialogue boxes, and mnemonics to perform WordPerfect commands.  Activitie"
"2137","GI",7/2/2010,"Windows NT 4.0

This 40-hour course provides the foundation for supporting Microsoft Windows NT 4.0.  The course objective is to give technical support professionals the necessary skills to install, configure, customize, optimize, network, integrate, and troubleshoot Win"
"2198","GI",7/2/2010,"Assessing Your Career

This 6-hour course provides participants with an introduction to USA Careers and other comprehensive automated assessment tools.  This course will demonstrate to participants how to assess their basic skills, aptitudes, interests, occupational skills, a"
"2058","GI",7/2/2010,"Language Lab

The DCHR WDA Language Laboratory is a specialized resource center that provides computer-based learning and online instruction for District government employees.  By visiting the Language Lab, employees can participate in the DCHR WDA e-Learning program.  The DCHR WDA e-Learning program is an online training environment designed to help you advance your personal and professional development. With more than 2000 online courses in the Business and Technical Series, e-Learning can give you the skills and training you need to enrich your life and career. Sign up now to access courses such as Microsoft Office, project management, customer service and other professional and management development courses in a self-directed, self-paced environment."
"2050","GI",7/2/2010,"Designing Maps ArcGIS

In this class you will learn about the fundamentals of map-making using ArcGIS software. We will also look at the basics of cartographic design and how symbols and colors are used in maps to convey meaning."
"2054","GI",7/2/2010,"Implementing Perf Standards

: Learn how to write understandable, measurable and effective performance standards while complying with legal requirements. You will discover how to analyze your organization?s mission and goals, identify individual and team contributions and write understandable, measurable performance standards. 
Objectives:
Understand how to draft clear performance standards.
Develop sound and reasonable methods for determining the level of performance."
"203","GI",11/17/2009,"Access  2007 - Level III

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class."
"505","GI",11/20/2009,"Handling People with Tact

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"603","GI",7/28/2010,"Interviewing Tech. for Mgrs.

This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"403","GI",7/7/2010,"Personality - Myers-Briggs

This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2183","GI",7/14/2010,"Bargaining Unit

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"906","GI",7/29/2010,"Performance Measurement

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.                                                                                                               Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2028","GI",7/2/2010,"Business Writing for Admin

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2118","GI",7/3/2010,"Mgmt Skills for Admin

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2023","GI",7/2/2010,"Basic Writing Skills II

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2007","GI",7/2/2010,"Excel 2003 - Level II

Class begins promptly at 9am. If you cannot attend this class, please send an E-mail message to james.mcbride@dc.gov

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"510","GI",7/28/2010,"Viol & Safety in the Workplace

This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2005","GI",7/2/2010,"Access 2003- Level III

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"2002","GI",7/1/2010,"Access 2003- Level II

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"507","GI",7/28/2010,"Sexual Harassment/Diversity

This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2073","GI",7/3/2010,"Coaching and Feedback

Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
"802","GI",7/28/2010,"Motivation &Teambuilding

This is a 2 day class.  Participants are required to attend training from 9am - 4pm on both days.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
"2006","GI",7/1/2010,"Excel 2003 - Level III

Students will learn various advanced techniques for analyzing and manipulating data in Excel.
Objectives:
Customize toolbars and create styles and templates.
Create decision-making functions.
Analyze worksheet data by creating pivot tables.
Compare and contrast workbook files and file links.
Outline and consolidate worksheets and analyze worksheet data by using the Scenario Manager.
Display and protect worksheet data by locking cells.
Record and modify macros by using the Visual Basic Editor.
Create and work with interactive Web documents."
"510","GI",7/27/2010,"Viol & Safety in the Workplace

According to the Occupational Safety and Health Administration, four million cases of workplace injuries were reported in 2002 in the United States. The Bureau of Labor Statistics Census of Fatal Occupational Injuries reports that 639 workplace homicides occurred in 2001, out of 8,786 fatal work injuries. Because we spend more waking hours at our workplace than at home, it's important to understand how we can keep ourselves safe and avoid incidents of workplace violence. In this course, participants will learn specific, practical techniques to increase personal safety as well as procedures to follow to ensure a safe and secure workplace. Wear comfortable clothing because the afternoon session will include demonstrations by a self-defense instructor."
"2035","GI",7/1/2010,"Computer Repair (A+)

Formerly "Introduction to A+ and Hardware Essentials": 218"
"800","GI",7/27/2010,"Introduction to Supervision

Whether you are making the transition from line staff to your first supervisory position or you want to sharpen your skills, this course covers solid supervisory techniques that will be invaluable. You will learn the basics of coaching, delegation, communication and motivation and discover the necessary ingredients to understand your new role."
"2120","GI",7/2/2010,"Managing Chaos

Discover practical techniques for managing time and increasing your professional and personal effectiveness. Learn how to spend your time on the most important tasks and goals, organize yourself and organize your environment. Discover how to say ?no? and anticipate deadlines and learn strategies for handling interruptions and ways to motivate yourself. 
Objectives:
Learn to prioritize, the S.M.A.R.T way to set goals.
Identify your personal stress level.
Learn how to apply proven stress reduction techniques in difficult and challenging situations."
"300","GI",7/6/2010,"Critical Thinking

Critical thinking is based conceptually on the ancient Greek ideal of "living an examined life."  If we use these skills, we empower ourselves to achieve a more practical, more logical and less stressful way of living.  This high-impact program teaches the insights, processes and application of self-examination and improvement, and it will lead employees to greater confidence, productivity and mental alertness."
"2182","GI",7/13/2010,"Managing Stress

In today?s hectic world, stress is an inevitable emotion that affects us all both personally and professionally. Since stress inducers can?t be avoided, we need to develop tools and mechanisms to help us better manage stress. One way of managing stress is through the use of humor; another method is to understand our stress inducers and tolerance for stress. In this course, we will explore the physiology of stress, the use of humor and other means of managing your stress before it reaches an unhealthy level."
"230","GI",7/27/2010,"Overview of DC GIS - ArcGIS

This is  the fundamental overview of Geographic Information Systems, DC GIS resources and an introduction into using the applications and data."
"602","GI",7/27/2010,"Progressive Discipline

This course provides managers and supervisors with tools for solving performance and conduct issues through progressive discipline.  The participants will learn the benefits of discipline.  The participants will learn the benefits of disciplinary and nondisciplinary actions; the differences between corrective action and adverse action; and the procedural steps outlined in chapter 16 of the District Personnel Manual (DPM) for administering corrective and disciplinary actions, from verbal counseling to summary removals."
"605","GI",7/27/2010,"PHR/SPHR Cert Prep

This 40 hour instructor-led course is designed
for HR professionals seeking a broad overview
of human resources management and are
preparing to take the PHR or SPHR exam in 2010."
"2179","GI",7/2/2010,"Strategic Planning

This course is designed to have participants discover the value of strategic planning, which will give their agencies a sense of direction?providing stability to navigate in a sea of volatility, uncertainty and ambiguity.  It will give participants the capacity to design, implement, measure and adjust a strategic plan for their agencies."
"301","GI",7/12/2010,"Practical Writing

This course is designed to apply the techniques learned in the DCHR e-Learning courses Fundamental Sentence Structures, Complex Sentence Structures, and Advanced Grammar.  It is designed to help employees improve their writing skills with a focus on more technical materials, and provides participants the opportunity to plan, draft and revise written materials commonly used in the workplace. This course will help employees improve their writing skills and allow the opportunity to learn how to produce clear and succinct reports, decision memoranda, and letters using D.C. Government templates.

Objectives
? Understand the structural and grammatical differences between writing technical documents and writing everyday memoranda and correspondences. 
? Identify the audience and tailor the content to the reader.
? Learn how to avoid common errors such as wordiness, inconsistency and lack of clarity.
? Use D.C. Government templates for inter office memos and letters

Competencies:	Communication, Job Knowledge
Who Should Attend:	Open to all employees.

Prerequisites:
SUGGESTED
Fundamental Sentence Structures, Complex Sentence Structures, and Advanced  
Grammar  on the DCHR e-Learning Site or completed Basic Writing Skills II"
"902","GI",7/27/2010,"Leadership Essentials

This course will expose managers to a variety of effective leadership ideas and actions, with an emphasis on the District's environment."
"PB126","GI",1/1/1902,"MngLaw(VD): 18 WrongfulTerm(p)

With every termination decision, you're at risk of a lawsuit. In some cases, you may even be at risk if you fail to fire someone. During this program, you'll learn the restrictions and exceptions involved during the termination process and how to avoid liability by demonstrating just cause. In addition, you'll learn about progressive discipline and due process, as well as what to consider when deciding to terminate an employee."
"NO5C08","GI",1/1/1902,"Lotus Notes R5:  8 Using Docum

This course shows how to create and enter data in tables within Notes documents."
"MNGC02","GI",1/1/1902,"Managing Change:  2 Leading th

This course provides information about leading a work unit through organizational change. It focuses on helping your team adapt to change by implementing transition rules, getting team members involved, rewarding your team for achievements, and squashing rumors."
"NO5C01","GI",1/1/1902,"Lotus Notes R5:  1 Getting Aro

This course introduces users to running Lotus Notes, logging in, and getting around the Notes windows."
"PB088","GI",1/1/1902,"Leading Teams(VD): 6 Virtual T

Doing business today requires leaders to connect people across time, distance and cultures. This program will help enable you to lead a successful virtual team. In addition, you'll learn what it takes to start a virtual team, how to build trust among team members and how to monitor virtual teamwork."
"LTNT02","GI",1/1/1902,"Lotus Notes 6.5:  2 Calendar, 

This course teaches learners how to use the Calendar, To Do, and Addressing features of Lotus Notes 6.5. Learners will be shown how to select, open, schedule, and edit a variety of Calendar entries. The course also covers how to work with personal To Do lists. Finally, the course will teach the learner about Address Books in Lotus Notes and how to create contacts and Group Calendars."
"ITVC08","GI",1/1/1902,"Interview Skills:  8 Tough Int

This course show users how to handle difficult interviews, including group interviews, performance tests, and stress interviews."
"IVFC06","GI",1/1/1902,"InvesFndmtls: 6 Plann

This course explains how to prepare for the future with solid investing strategies, retirement planning and insurance coverage."
"PCS409","GI",1/1/1902,"Introduction to PCs:  9 Intern

This course provides users with detailed information on how to best use the Internet, Web browsers, and e-mail."
"PB075","GI",1/1/1902,"Leadership(Vd):19 Shar Vision

Leaders inspire a shared vision. They gaze across the horizon of time, imagining the attractive opportunities that are in store for them. They have a desire to make something happen, to change the way things are, to create something no one else has ever created before. During this program, you'll learn how to envision the future and identify ways to develop a vision. You'll also learn how to develop a shared sense of destiny. In addition, you'll learn ways to enlist others in a common vision. Based on the best-selling book, The Leadership Challenge by James M. Kouzes and Barry Z. Posner."
"PCS402","GI",1/1/1902,"Introduction to PCs:  2 Using 

This course teaches users how to navigate within the Windows operating system and use the drives in a PC."
"PCS404","GI",1/1/1902,"Introduction to PCs:  4 Inside

This course explains the components within a PC and how they are used."
"FL0407","GI",1/1/1902,"Flash MX 2004:  7 ActionScript

This course shows learners how control Flash MX 2004 movies using ActionScript. It also covers a variety of techniques for publishing movies, as well as the pros and cons of each method."
"ACTN05","GI",1/1/1902,"Flash MX ActionScript:  5 Work

This course explains how to use ActionScript to create and manipulate dynamic text within a Flash MX movie. This course also explains how to use ActionScript to create interactive buttons, drag-and-drop objects, and interactive menus."
"EXPM03","GI",1/1/1902,"Excel 2002:  3 Formatting Work

This course shows users how to format and adjust cells, adjust rows and columns, and apply formatting and styles in an Excel 2002 worksheet."
"PB047","GI",1/1/1902,"Finance (Videos):  2 Capitaliz

Private finance is the path of salvation for many of today's publicly traded Internet and small firms. Watch as Harlan Kleiman, managing director of Shoreline Pacific Institutional Finance, discusses what you need to know to access and capitalize potential capital."
